canonical_name,aliases,country_code,country_group,region,primary_role,current_or_last_team,is_active_roster,is_coach,is_featured_team,is_vct_cn_team,champions_titles,masters_titles,hero_top_3,data_as_of,source_url,source_checked_at,review_status
TenZ,tenz|Tyson Ngo,CA,north_america,americas,duelist,Sentinels,false,false,true,false,0,2,Jett|Omen|Reyna,2026-08-03,https://www.vlr.gg/player/9/tenz/,2026-08-03T00:00:00.000Z,approved
Chronicle,chronicle|Timofey Khromov,RU,eastern_europe,emea,flex,FNATIC,true,false,true,false,0,2,Viper|Sova|Breach,2026-08-03,https://www.vlr.gg/player/458/chronicle/,2026-08-03T00:00:00.000Z,approved
aspas,Erick Santos|Aspas,BR,south_america,americas,duelist,MIBR,true,false,true,false,1,0,Jett|Raze|Reyna,2026-08-03,https://www.vlr.gg/player/8480/aspas/,2026-08-03T00:00:00.000Z,approved
Demon1,demon1|Max Mazanov,US,north_america,americas,duelist,NRG,true,false,true,false,1,0,Chamber|Jett|Brimstone,2026-08-03,https://www.vlr.gg/player/26171/demon1/,2026-08-03T00:00:00.000Z,approved
ZmjjKK,KangKang|Zheng Yongkang,CN,greater_china,china,duelist,EDward Gaming,true,false,true,true,1,0,Jett|Raze|Chamber,2026-08-03,https://www.vlr.gg/player/3520/zmjjkk/,2026-08-03T00:00:00.000Z,approved
nobody,Wang Senxu|王森旭,CN,greater_china,china,initiator,EDward Gaming,true,false,true,true,1,0,Sova|Skye|Fade,2026-08-03,https://www.vlr.gg/player/3017/nobody/,2026-08-03T00:00:00.000Z,approved
chichoo,Wan Shunzhi|万顺治,CN,greater_china,china,sentinel,EDward Gaming,true,false,true,true,1,0,Viper|Killjoy|Cypher,2026-08-03,https://www.vlr.gg/player/15559/chichoo/,2026-08-03T00:00:00.000Z,approved
Smoggy,Zhang Zhao|张钊,CN,greater_china,china,flex,EDward Gaming,true,false,true,true,1,0,Jett|Omen|Raze,2026-08-03,https://www.vlr.gg/player/4742/smoggy/,2026-08-03T00:00:00.000Z,approved
Jieni7,Zhang Juntai|张君泰,CN,greater_china,china,flex,EDward Gaming,true,false,true,true,0,0,KAY/O|Omen|Neon,2026-08-03,https://www.vlr.gg/player/51244/jieni7/,2026-08-03T00:00:00.000Z,approved
zjc,Zhang Juncheng|张峻程,CN,greater_china,china,initiator,EDward Gaming,true,false,true,true,0,0,Sova|Raze|Skye,2026-08-03,https://www.vlr.gg/player/7135/zjc/,2026-08-03T00:00:00.000Z,approved
Shr1mp,Yang Yong|杨勇,CN,greater_china,china,initiator,All Gamers,true,false,false,true,0,0,Skye|Sova|Fade,2026-08-03,https://www.vlr.gg/player/25494/shr1mp/,2026-08-03T00:00:00.000Z,approved
K1ra,Huang Zhihao|黄志豪,CN,greater_china,china,flex,All Gamers,true,false,false,true,0,0,Omen|Raze|Viper,2026-08-03,https://www.vlr.gg/player/46748/k1ra/,2026-08-03T00:00:00.000Z,approved
Bai,Zhang Zeyang|张泽洋,CN,greater_china,china,flex,All Gamers,true,false,false,true,0,0,Neon|Vyse|Viper,2026-08-03,https://www.vlr.gg/player/52101/bai/,2026-08-03T00:00:00.000Z,approved
f4ngeer,Roman Smirnov,RU,eastern_europe,china,duelist,All Gamers,true,false,false,true,0,0,Jett|Yoru|Raze,2026-08-03,https://www.vlr.gg/player/21216/f4ngeer/,2026-08-03T00:00:00.000Z,approved
iamgrq,Gao Ruiqi|高锐琦,CN,greater_china,china,controller,All Gamers,true,false,false,true,0,0,Omen|Brimstone|Waylay,2026-08-03,https://www.vlr.gg/player/58959/iamgrq/,2026-08-03T00:00:00.000Z,approved
AAAAY,Zhang Yang|张杨,CN,greater_china,china,initiator,FunPlus Phoenix,true,false,false,true,0,0,Skye|Gekko|Fade,2026-08-03,https://www.vlr.gg/player/19530/aaaay/,2026-08-03T00:00:00.000Z,approved
KovaQ,Blendi Kovaci,CH,western_europe,china,initiator,FunPlus Phoenix,true,false,false,true,0,0,Sova|Fade|Killjoy,2026-08-03,https://www.vlr.gg/player/7987/kovaq/,2026-08-03T00:00:00.000Z,approved
coconut,Colin Patrick Chung|钟弘祖,HK,greater_china,china,flex,FunPlus Phoenix,true,false,false,true,0,0,Sova|Omen|Killjoy,2026-08-03,https://www.vlr.gg/player/12365/coconut/,2026-08-03T00:00:00.000Z,approved
Xlele,Zhao Yanbo|赵炎博,CN,greater_china,china,initiator,FunPlus Phoenix,true,false,false,true,0,0,Breach|Waylay|Omen,2026-08-03,https://www.vlr.gg/player/54487/xlele/,2026-08-03T00:00:00.000Z,approved
Setrod,Ou Taigeng|欧泰赓,TW,greater_china,china,duelist,FunPlus Phoenix,true,false,false,true,0,0,Neon|Viper|Vyse,2026-08-03,https://www.vlr.gg/player/50025/setrod/,2026-08-03T00:00:00.000Z,approved
glacier,Liang Zhekai|梁哲恺,TW,greater_china,china,flex,Wolves Esports,true,false,false,true,0,0,Omen|Waylay|Yoru,2026-08-03,https://www.vlr.gg/player/49973/glacier/,2026-08-03T00:00:00.000Z,approved
yosemite,Wang Lei|王磊,CN,greater_china,china,sentinel,Wolves Esports,true,false,false,true,0,0,Killjoy|Viper|Raze,2026-08-03,https://www.vlr.gg/player/6022/yosemite/,2026-08-03T00:00:00.000Z,approved
Spring,Liu Jiunting|刘俊霆,TW,greater_china,china,duelist,Wolves Esports,true,false,false,true,0,0,Jett|Raze|Viper,2026-08-03,https://www.vlr.gg/player/14125/spring/,2026-08-03T00:00:00.000Z,approved
Deryeon,Derrick Yee,SG,southeast_asia,china,duelist,Wolves Esports,true,false,false,true,0,0,Jett|Chamber|Killjoy,2026-08-03,https://www.vlr.gg/player/9152/deryeon/,2026-08-03T00:00:00.000Z,approved
aluba,Zhong Haojun|钟皓钧,CN,greater_china,china,sentinel,Wolves Esports,true,false,false,true,0,0,Viper|Killjoy|Cypher,2026-08-03,https://www.vlr.gg/player/14441/aluba/,2026-08-03T00:00:00.000Z,approved
jkuro,Yong Haochong|杨浩聪,CN,greater_china,china,flex,JD Mall JDG Esports,true,false,false,true,0,0,Omen|Jett|Breach,2026-08-03,https://www.vlr.gg/player/3519/jkuro/,2026-08-03T00:00:00.000Z,approved
zhe,Niu Zhe|牛哲,CN,greater_china,china,duelist,JD Mall JDG Esports,true,false,false,true,0,0,Yoru|Neon|Viper,2026-08-03,https://www.vlr.gg/player/49476/zhe/,2026-08-03T00:00:00.000Z,approved
Yuicaw,Huang Yung-chieh|黃湧傑,TW,greater_china,china,duelist,JD Mall JDG Esports,true,false,false,true,0,0,Jett|Chamber|Cypher,2026-08-03,https://www.vlr.gg/player/11218/yuicaw/,2026-08-03T00:00:00.000Z,approved
crownfisher,Li Ao|李翱,CN,greater_china,china,flex,JD Mall JDG Esports,true,false,false,true,0,0,Omen|Jett|Raze,2026-08-03,https://www.vlr.gg/player/64969/crownfisher/,2026-08-03T00:00:00.000Z,approved
BerLIN,Zhang Bolin|張柏霖,TW,greater_china,china,flex,JD Mall JDG Esports,true,false,false,true,0,0,Omen|Raze|Fade,2026-08-03,https://www.vlr.gg/player/7857/berlin/,2026-08-03T00:00:00.000Z,approved
Nicc,Shao Yiqun|邵逸群,TW,greater_china,china,initiator,Dragon Ranger Gaming,true,false,false,true,0,0,Skye|Breach|KAY/O,2026-08-03,https://www.vlr.gg/player/11524/nicc/,2026-08-03T00:00:00.000Z,approved
Flex1n,Lo Rui|罗瑞,CN,greater_china,china,controller,Dragon Ranger Gaming,true,false,false,true,0,0,Omen|Astra|Viper,2026-08-03,https://www.vlr.gg/player/4705/flex1n/,2026-08-03T00:00:00.000Z,approved
Life,Qu Donghao|瞿东豪,CN,greater_china,china,duelist,Dragon Ranger Gaming,true,false,false,true,0,0,Jett|Raze|Neon,2026-08-03,https://www.vlr.gg/player/3028/life/,2026-08-03T00:00:00.000Z,approved
vo0kashu,Ilya Ushakov,RU,eastern_europe,china,sentinel,Dragon Ranger Gaming,true,false,false,true,0,0,Cypher|Killjoy|Jett,2026-08-03,https://www.vlr.gg/player/3741/vo0kashu/,2026-08-03T00:00:00.000Z,approved
Verse,Zhou Zijun|周子钧,CN,greater_china,china,controller,Dragon Ranger Gaming,true,false,false,true,0,0,Omen|Cypher|Harbor,2026-08-03,https://www.vlr.gg/player/55817/verse/,2026-08-03T00:00:00.000Z,approved
SpiritZ1,Lin Dingyu|林定宇,TW,greater_china,china,duelist,Dragon Ranger Gaming,true,false,false,true,0,0,Yoru|Waylay|Jett,2026-08-03,https://www.vlr.gg/player/31753/spiritz1/,2026-08-03T00:00:00.000Z,approved
LuoK1ng,Zhang Zhanpeng|张展鹏,CN,greater_china,china,controller,Trace Esports,true,false,false,true,0,0,Omen|Astra|Brimstone,2026-08-03,https://www.vlr.gg/player/3045/luok1ng/,2026-08-03T00:00:00.000Z,approved
Kai,Lu Zhinan|卢智楠,CN,greater_china,china,duelist,Trace Esports,true,false,false,true,0,0,Jett|Yoru|Neon,2026-08-03,https://www.vlr.gg/player/37494/kai/,2026-08-03T00:00:00.000Z,approved
FengF,Song Xuefeng|宋学锋,CN,greater_china,china,flex,Trace Esports,true,false,false,true,0,0,Raze|Cypher|Killjoy,2026-08-03,https://www.vlr.gg/player/4770/fengf/,2026-08-03T00:00:00.000Z,approved
FKEY,Ke Chen,CN,greater_china,china,flex,Trace Esports,true,false,false,true,0,0,KAY/O|Jett|Neon,2026-08-03,https://www.vlr.gg/player/51249/fkey/,2026-08-03T00:00:00.000Z,approved
deLb,Delbert Tanoto,ID,southeast_asia,china,duelist,Trace Esports,true,false,false,true,0,0,Jett|Raze|Cypher,2026-08-03,https://www.vlr.gg/player/10821/delb/,2026-08-03T00:00:00.000Z,approved
Haodong,Guo Haodong|郭浩东,CN,greater_china,china,controller,Wuxi Titan Esports Club,true,false,false,true,0,0,Omen|Astra|Viper,2026-08-03,https://www.vlr.gg/player/4720/haodong/,2026-08-03T00:00:00.000Z,approved
lucas,Yunkun Lu|路昀昆,CN,greater_china,china,initiator,Wuxi Titan Esports Club,true,false,false,true,0,0,Sova|Skye|Fade,2026-08-03,https://www.vlr.gg/player/19677/lucas/,2026-08-03T00:00:00.000Z,approved
Spitfires,Xin Mingyan|辛明阳,CN,greater_china,china,duelist,Wuxi Titan Esports Club,true,false,false,true,0,0,Jett|Raze|Neon,2026-08-03,https://www.vlr.gg/player/4881/spitfires/,2026-08-03T00:00:00.000Z,approved
Dynamite,Zhao Zihao|赵梓浩,CN,greater_china,china,duelist,Wuxi Titan Esports Club,true,false,false,true,0,0,Neon|Jett|Raze,2026-08-03,https://www.vlr.gg/player/42235/dynamite/,2026-08-03T00:00:00.000Z,approved
ra1ny,Chen Baohuan|陈葆桓,CN,greater_china,china,duelist,Wuxi Titan Esports Club,true,false,false,true,0,0,Neon|Waylay|Jett,2026-08-03,https://www.vlr.gg/player/63107/ra1ny/,2026-08-03T00:00:00.000Z,approved
Coco,Ding Dajian|丁达建,CN,greater_china,china,flex,Wuxi Titan Esports Club,true,false,false,true,0,0,Viper|Breach|Omen,2026-08-03,https://www.vlr.gg/player/47629/coco/,2026-08-03T00:00:00.000Z,approved
Akeman,Zhang Haoran|张浩然,CN,greater_china,china,duelist,KeepBest Gaming,true,false,false,true,0,0,Neon|Clove|Waylay,2026-08-03,https://www.vlr.gg/player/52904/akeman/,2026-08-03T00:00:00.000Z,approved
sibeastw0w,Anton Govorukhin,RU,eastern_europe,china,duelist,KeepBest Gaming,true,false,false,true,0,0,Jett|Raze|Yoru,2026-08-03,https://www.vlr.gg/player/6126/sibeastw0w/,2026-08-03T00:00:00.000Z,approved
Tonk,tonk,CN,greater_china,china,flex,KeepBest Gaming,true,false,false,true,0,0,Omen|Yoru|Cypher,2026-08-03,https://www.vlr.gg/player/58008/tonk/,2026-08-03T00:00:00.000Z,approved
Ying,Wang Chenxu|王晨旭,CN,greater_china,china,flex,KeepBest Gaming,true,false,false,true,0,0,Neon|Raze|Sova,2026-08-03,https://www.vlr.gg/player/51250/ying/,2026-08-03T00:00:00.000Z,approved
Krst1Ng,krst1ng,CN,greater_china,china,controller,KeepBest Gaming,true,false,false,true,0,0,Vyse|Brimstone|Omen,2026-08-03,https://www.vlr.gg/player/58009/krst1ng/,2026-08-03T00:00:00.000Z,approved
vora,Jordan Pulwer,CA,north_america,americas,initiator,100 Thieves,true,false,true,false,0,0,Sova|Fade|Omen,2026-08-03,https://www.vlr.gg/player/20140/vora/,2026-08-03T00:00:00.000Z,approved
Cryocells,Matthew Panganiban,US,north_america,americas,duelist,100 Thieves,true,false,true,false,0,0,Jett|Sova|Chamber,2026-08-03,https://www.vlr.gg/player/4147/cryocells/,2026-08-03T00:00:00.000Z,approved
Asuna,Peter Mazuryk,US,north_america,americas,duelist,100 Thieves,true,false,true,false,0,0,Raze|Phoenix|KAY/O,2026-08-03,https://www.vlr.gg/player/601/asuna/,2026-08-03T00:00:00.000Z,approved
Timotino,Timothée Lavigne Dupont,CA,north_america,americas,duelist,100 Thieves,true,false,true,false,0,0,Jett|Raze|Neon,2026-08-03,https://www.vlr.gg/player/29893/timotino/,2026-08-03T00:00:00.000Z,approved
bang,Sean Bezerra,US,north_america,americas,controller,100 Thieves,true,false,true,false,0,0,Omen|Viper|Astra,2026-08-03,https://www.vlr.gg/player/3880/bang/,2026-08-03T00:00:00.000Z,approved
Ethan,Ethan Arnold,US,north_america,americas,initiator,NRG,true,false,true,false,0,0,Skye|KAY/O|Omen,2026-08-03,https://www.vlr.gg/player/11225/ethan/,2026-08-03T00:00:00.000Z,approved
keiko,Georgio Sanassy,GB,western_europe,americas,flex,NRG,true,false,true,false,0,0,Jett|Omen|Raze,2026-08-03,https://www.vlr.gg/player/11494/keiko/,2026-08-03T00:00:00.000Z,approved
brawk,Brock Somerhalder,US,north_america,americas,initiator,NRG,true,false,true,false,0,0,Sova|Skye|Breach,2026-08-03,https://www.vlr.gg/player/2172/brawk/,2026-08-03T00:00:00.000Z,approved
mada,Adam Pampuch,CA,north_america,americas,duelist,NRG,true,false,true,false,0,0,Raze|Jett|Neon,2026-08-03,https://www.vlr.gg/player/5132/mada/,2026-08-03T00:00:00.000Z,approved
skuba,Logan Jenkins,US,north_america,americas,controller,NRG,true,false,true,false,0,0,Astra|Viper|Omen,2026-08-03,https://www.vlr.gg/player/11118/skuba/,2026-08-03T00:00:00.000Z,approved
kiNgg,Francisco Aravena,CL,south_america,americas,flex,LEVIATÁN,true,false,true,false,0,0,Viper|Raze|Omen,2026-08-03,https://www.vlr.gg/player/8549/kingg/,2026-08-03T00:00:00.000Z,approved
spike,Rodrigo Lombardi,BR,south_america,americas,initiator,LEVIATÁN,true,false,true,false,0,0,Neon|KAY/O|Gekko,2026-08-03,https://www.vlr.gg/player/21661/spike/,2026-08-03T00:00:00.000Z,approved
blowz,Guilherme Oliviera,BR,south_america,americas,initiator,LEVIATÁN,true,false,true,false,0,0,Sova|Fade|Skye,2026-08-03,https://www.vlr.gg/player/21251/blowz/,2026-08-03T00:00:00.000Z,approved
Neon,Bruno Rodríguez,AR,south_america,americas,duelist,LEVIATÁN,true,false,true,false,0,0,Yoru|Jett|Chamber,2026-08-03,https://www.vlr.gg/player/29243/neon/,2026-08-03T00:00:00.000Z,approved
Sato,Eduardo Kenzo Nagahama Sato,BR,south_america,americas,duelist,LEVIATÁN,true,false,true,false,0,0,Jett|Raze|Phoenix,2026-08-03,https://www.vlr.gg/player/21659/sato/,2026-08-03T00:00:00.000Z,approved
Crewen,Ali Eren Sargin,TR,middle_east,emea,sentinel,BBL Esports,true,false,true,false,0,0,Cypher|Killjoy|Viper,2026-08-03,https://www.vlr.gg/player/12795/crewen/,2026-08-03T00:00:00.000Z,approved
Lar0k,Yusuf Kaan Kanber,TR,middle_east,emea,initiator,BBL Esports,true,false,true,false,0,0,Breach|Raze|KAY/O,2026-08-03,https://www.vlr.gg/player/31305/lar0k/,2026-08-03T00:00:00.000Z,approved
Loita,Utku Kart,TR,middle_east,emea,controller,BBL Esports,true,false,true,false,0,0,Omen|Astra|Viper,2026-08-03,https://www.vlr.gg/player/24344/loita/,2026-08-03T00:00:00.000Z,approved
lovers rock,Umut Pekdoğan,TR,middle_east,emea,duelist,BBL Esports,true,false,true,false,0,0,Jett|Yoru|Neon,2026-08-03,https://www.vlr.gg/player/40935/lovers-rock/,2026-08-03T00:00:00.000Z,approved
Boaster,boaster|Jake Howlett,GB,western_europe,emea,controller,FNATIC,true,false,true,false,0,1,Omen|Astra|Brimstone,2026-08-03,https://www.vlr.gg/player/438/boaster/,2026-08-03T00:00:00.000Z,approved
Derke,derke|Nikita Sirmitev,FI,western_europe,emea,duelist,Team Vitality,true,false,true,false,0,1,Jett|Raze|Yoru,2026-08-03,https://www.vlr.gg/player/5022/derke/,2026-08-03T00:00:00.000Z,approved
Alfajer,alfajer|Emir Beder,TR,middle_east,emea,sentinel,FNATIC,true,false,true,false,0,1,Killjoy|Raze|Cypher,2026-08-03,https://www.vlr.gg/player/9810/alfajer/,2026-08-03T00:00:00.000Z,approved
cNed,cned|Mehmet Yagiz Ipek,TR,middle_east,emea,duelist,Natus Vincere,true,false,true,false,1,0,Jett|Raze|Chamber,2026-08-03,https://www.vlr.gg/player/573/cned/,2026-08-03T00:00:00.000Z,approved
yay,yay|Jacob Whiteaker,US,north_america,americas,duelist,bleed eSports,false,false,true,false,0,1,Jett|Chamber|Sage,2026-08-03,https://www.vlr.gg/player/881/yay/,2026-08-03T00:00:00.000Z,approved
